adl_id,date,city,state,description
4355,10/1/17,New York,NY,Mezuzah ripped off of Jewish woman's door.
4356,10/1/17,New York,NY,Confidential
4357,10/1/17,New City,NY,"Two people dressed as caricatures of Hasidic Jews, including dragging around a wagon of baby dolls with a sign that read: ""We Buy Houses Cash."""
4358,10/1/17,New York,NY,Confidential
4441,10/1/17,Dayton,OH,"Racist, homophobic, anti-Semitic graffiti including messages that said: ""Jews go home"" discovered at Wright State University."
4442,10/1/17,Kent,OH,Confidential
4460,10/1/17,Portland,OR,"Statues of beloved children literary heroes, Ramona Quimby and Henry Huggins, defaced with swastikas."
4541,10/1/17,Pennsburg,PA,Confidential
4542,10/1/17,Red Hills,PA,Anti-Semitic flyers depicting caricature of a Jew controlling politics distributed in residential neighborhood.
4543,10/1/17,Swarthmore,PA,"A pumpkin was defaced with a swastika and racial slur, and left on a post on campus at Swarthmore College."
4544,10/1/17,Coatesville,PA,Confidential
4545,10/1/17,Philadelphia,PA,Confidential
4546,10/1/17,Philadelphia,PA,Confidential
4547,10/1/17,State College,PA,Students stole and vandalized a menorah that belonged to the off-campus Jewish organization.
4548,10/1/17,Philadelphia,PA,Confidential
4571,10/1/17,Providence,RI,Confidential
4672,10/1/17,Arlington,VA,Anti-Semitic flyers distributed in residential neighborhood.
4673,10/1/17,Woodbridge,VA,Swastika graffiti at school.
4674,10/1/17,Lorton,VA,Teenager mowed a 40 foot swastika into the grass of a community field.
4675,10/1/17,Damascus,VA,"Video shows two brothers yelling anti-Semitic comments and slurs at a hiker outside a restaurant, among the comments: ""Jews not welcome,"" and ""go die in an oven with your ancestors."""
4736,10/1/17,Madison,WI,Confidential
4641,9/30/17,College Station,TX,"Vanguard America, a neo-Nazi group, posted flyers at Texas A&M. They read: ""Stop the White Holocaust. America will bathe in the light of the black sun, (((they))) hate your heritage, your flag and you. White man stand up and fight for your country and race."""
3726,9/27/17,Boone,NC,An unknown white supremacist group posted anti-Semitic stickers at Appalachian State University.
3541,9/25/17,Worcester,MA,"Vanguard America, a neo-Nazi group, posted anti-Semitic and racist stickers around the Clark University campus."
4671,9/25/17,Richmond,VA,"Atomwaffen Division, a neo-Nazi group, posted anti-Semitic around the Virginia Commonwealth University campus."
2956,9/17/17,Long Beach,CA,"Aryan Underground, a neo-Nazi group, posted flyers around the Multicultural Center at California State University at Long Beach. The flyers included pictures of Hitler and swastikas with the message ""finish what he started"" and the web address ""aryanunderground.com."""
3333,9/11/17,Ames,IA,"The Right Stuff, an alt right group, posted anti-Semitic flyers at Iowa State University in Ames. The flyers read: ""Yield a new generation. Are you sick of (((bankers))), (((biased media))), (((political establishment)))? Join the movement."""
4639,9/11/17,Houston,TX,"White supremacist group Vanguard America posted anti-Semitic flyers around the University of Houston campus that read ""Beware the International Jew"" and ""Around Blacks Never Relax."""
3621,9/5/17,Rockville,MD,"Patriot Front, an alt right group, distributed anti-Semitic flyers throughout neighborhoods in Rockville and Chevy Chase."
2721,9/1/17,Conway,AR,Members of the Shield Wall Network held a private meeting.
2947,9/1/17,Palo Alto,CA,Swastika drawing found outside a residence hall Stanford University.
2948,9/1/17,San Diego,CA,Confidential
2949,9/1/17,Los Angeles,CA,Anti-Semitic advertisement shared to readers online.
2950,9/1/17,La Habra,CA,Flyers with anti-Semitic and other offensive language distributed.
2951,9/1/17,Los Angeles,CA,Confidential
2952,9/1/17,Los Angeles,CA,Confidential
2953,9/1/17,San Diego,CA,Anti-Semitic Incident: Vandalism that included a swastika were spray-painted on the campus of a high school.
2954,9/1/17,Cupertino,CA,Confidential
2955,9/1/17,San Francisco,CA,Confidential
2957,9/1/17,Castro Valley,CA,A school district-owned truck was defaced with racist and anti-Semitic graffiti.
2958,9/1/17,Moraga,CA,A middle school student drew a swastika on the pavement at school.
2959,9/1/17,Los Angeles,CA,Mezuzah stolen from Jewish family's home.
2960,9/1/17,Fountain Valley,CA,Confidential
2961,9/1/17,Oakland,CA,"""Fuck you Jewish Nazis"" written on a synagogue over Rosh Hashana."
2962,9/1/17,Berkeley,CA,"Anti-Semitic and racist Instagram account ""I Hate Jews"" created by Berkeley High School students."
2963,9/1/17,San Diego,CA,Confidential
2964,9/1/17,Long Beach,CA,Jewish middle school student bullied with anti-Semitic jokes and comments.
2965,9/1/17,Laguna Beach,CA,Elementary school student victim of anti-Semitic bullying by a classmate.
3056,9/1/17,Vail,CO,Anti-Semitic note calling to gas the Jews was left in a suggestion box at a resort.
3057,9/1/17,Lafayette,CO,A Jewish couple reported that a swastika had been carved into the door of their apartment twice in as many days.
3058,9/1/17,Boulder,CO,Student at elementary school victim of anti-Semitic bullying and Anti-Semitic Incident: Harassment by classmate.
3059,9/1/17,Colorado Springs,CO,A man harassed a rabbi outside a synagogue by berating him with anti-Semitic conspiracy theories.
3060,9/1/17,Durango,CO,A large swastika was drawn on the garage door a Jewish person's home.
3061,9/1/17,Fort Collins,CO,"""Heil Hitler"" was written on a Jewish student's white board outside her dorm room at Colorado State University."
3062,9/1/17,Denver,CO,Jewish student at MSU Denver experienced ongoing anti-Semitic Anti-Semitic Incident: Harassment.
3063,9/1/17,Durango,CO,Confidential
3107,9/1/17,Ridgefield,CT,A swastika was found etched into a classroom table.
3108,9/1/17,Union,CT,Confidential
3143,9/1/17,Washington,DC,Swastikas within two days of each other discovered in campus residence halls at Georgetown University.
3144,9/1/17,Washington,DC,Multiple swastikas and misogynistic language and threats were found painted inside a women's bathroom in a residence hall at Georgetown University.
3145,9/1/17,Washington,DC,"A swastika and the message ""bitches beware"" was discovered drawn in lipstick in a campus restroom at Georgetown University."
3309,9/1/17,Atlanta,GA,"A swastika, a crossed out Star of David, and a reference to the Nazi military were spray-painted on a business establishment."
3310,9/1/17,Atlanta,GA,Confidential
3311,9/1/17,Atlanta,GA,Confidential
3325,9/1/17,Oahu,HI,Anti-Semitic slurs spray-painted on the sidewalk outside a synagogue.
3332,9/1/17,Ames,IA,"A white nationalist sticker citing therightstuff.biz was placed on a campaign sign that had been on the front lawn of someone's home. The sticker read ""ARE YOU SICK OF (((BANKERS))) (((BIASED MEDIA))) (((PO. ESTABLISHMENT))) JOIN THE MOVEMENT."
3334,9/1/17,Des Moines,IA,Swastika carved in elevator of residence hall at Drake University.
3372,9/1/17,Evanston,IL,Confidential
3373,9/1/17,Evanston,IL,Confidential
3374,9/1/17,Urbana,IL,"The words ""I hate Jews"" were carved into a bathroom door on the University of Illinois, Urbana-Champaign campus."
3375,9/1/17,Franklin Park,IL,Confidential
3376,9/1/17,River Grove,IL,Confidential
3377,9/1/17,Chicago,IL,"Wesley Muhammad, a student minister of the Nation of Islam, promoted anti-Semitic conspiracy theory that Jews are manipulating marijuana in order to ""feminize"" black men."
3398,9/1/17,Bloomington,IN,Confidential
3399,9/1/17,Mount Vernon,IN,Large swastika painted on a court house.
3400,9/1/17,West Lafayette,IN,Tables in a residence hall at Purdue University were rearranged into the image of a swastika.
3531,9/1/17,Boston,MA,"""Sieg Heil"" and ""Mein Fuhrer"" written on a train."
3532,9/1/17,Duxbury,MA,Confidential
3533,9/1/17,Peabody,MA,"A sticker that read: ""Stop Zionist Control"" was placed on a stop sign."
3534,9/1/17,Lowell,MA,Confidential
3535,9/1/17,Waltham,MA,Confidential
3536,9/1/17,Ashland,MA,Confidential
3537,9/1/17,Weymouth,MA,Confidential
3538,9/1/17,Yarmouth,MA,"Member of the Yarmouth Housing Authority in West Yarmouth wrote disparaging remarks about Jews, African-Americans, and members of the LGBTQ community on Facebook."
3539,9/1/17,Melrose,MA,Confidential
3540,9/1/17,Waltham,MA,Swastikas drawn in a student residential building over the course of two days at Brandeis University.
3542,9/1/17,Holliston,MA,A stop sign was vandalized to look like a swastika.
3622,9/1/17,College Park,MD,"A swastika was graffitied on a balcony railing at University of Maryland, College Park."
3623,9/1/17,College Park,MD,"A swastika was spray-painted on a trash cart near Hagerstown Hall at University of Maryland, College Park."
3658,9/1/17,Royal Oak,MI,"Swastikas and the phrase ""white power"" were spray-painted on several homes."
3679,9/1/17,Saint Paul,MN,Multiple swastikas were found on bulletin boards on the first floor of a classroom building at Macalester College.
3680,9/1/17,St. Cloud,MN,Confidential
3681,9/1/17,St. Cloud,MN,Host on WMHM radio morning show in St. Cloud made anti-Semitic jokes on air.
3682,9/1/17,Saint Paul,MN,Swastikas discovered over the course of two days a week after swastikas were found on a different part on campus at Macalester College.
3683,9/1/17,St. Cloud,MN,"A swastika and the word ""soon"" were discovered at a high school on the eve of Yom Kippur."
3706,9/1/17,Kansas City,MO,Confidential
3725,9/1/17,Charlotte,NC,"Series of Anti-Semitic Incident: Vandalism targeting a Jewish couple over the high holidays, including swastika graffiti and the words ""fuck you"" written on their back door."
3743,9/1/17,Lincoln,NE,Two women targeted with homophobic and anti-Semitic graffiti.
3744,9/1/17,Omaha,NE,Confidential
3745,9/1/17,Omaha,NE,Confidential
3753,9/1/17,Concord,NH,Anti-Semitic flyers posted on light poles.
3906,9/1/17,Mahwah,NJ,The Mahwah eruv was vandalized for a third time over the course of a few months.
3907,9/1/17,Bayville,NJ,Confidential
3908,9/1/17,Franklin Lakes,NJ,"""Hate Kikes"" was written on a bathroom wall at a high school."
3909,9/1/17,Highlands,NJ,Confidential
3910,9/1/17,Hackensack,NJ,Swastika carved into the bulletin board in classroom at a high school.
3912,9/1/17,Princeton,NJ,Confidential
3913,9/1/17,New Brunswick,NJ,Jewish student harassed on Shabbat while walking on campus at Rutgers University.
3914,9/1/17,Wantage,NJ,"The Airport Diner was vandalized with anti-Semitic and white supremacist graffiti including swastikas, messages that said ""Kill Jews,"" ""Heil Hitler,"" ""WPWW,"" ""14/88,"" and several SS lightning bolts."
3915,9/1/17,Princeton,NJ,An 18 inches by 18 inches swastika was drawn on a sculpture near Lewis Library at Princeton University.
3916,9/1/17,East Brunswick,NJ,Confidential
3917,9/1/17,Ocean Township,NJ,Four swastikas were scratched into a playground slide.
3918,9/1/17,Ridgewood,NJ,Swastika graffiti discovered on handrail at a park.
3919,9/1/17,Lakehurst,NJ,"Individual received threatening phone call from an unknown person who called them a ""greedy Jewish motherfucker"" and ""greedy Jew."""
3920,9/1/17,Lakehurst,NJ,Confidential
3921,9/1/17,East Brunswick,NJ,Confidential
3923,9/1/17,Montclair,NJ,Confidential
3926,9/1/17,Old Tappan,NJ,Confidential
4291,9/1/17,Queens,NY,Anti-Semitic and anti-Muslim conspiracy-filled flyers left on cars.
4292,9/1/17,New York,NY,"A swastika and the letters ""WP,"" meaning ""white power,"" were written in black marker on a stairwell at Columbia University."
4293,9/1/17,Bronx,NY,Swastika carved into a residence hall bathroom stall at Fordham University.
4294,9/1/17,Hempstead,NY,Confidential
4295,9/1/17,Freeport,NY,Confidential
4296,9/1/17,Bronx,NY,Anti-Semitic graffiti spray-painted on Jewish family's home.
4297,9/1/17,White Plains,NY,Anti-Semitic hate literature left outside a Holocaust museum.
4298,9/1/17,New Rochelle,NY,Confidential
4299,9/1/17,Greenburgh,NY,Town official received an anti-Semitic email from a constituent after initially supporting the removal of a confederate monument in Mount Hope Cemetery in Hastings.
4300,9/1/17,Old Westbury,NY,"Anti-Semitic, racist, and homophobic graffiti discovered on desk at a high school."
4301,9/1/17,Hastings-On-Hudson,NY,Confidential
4302,9/1/17,Queens,NY,"New York assemblywoman, Nily Rozic, received anti-Semitic hate mail after proposing a bill to rename Donald J. Trump State Park."
4303,9/1/17,New York,NY,Confidential
4304,9/1/17,Brooklyn,NY,"An anti-Semitic message was written on a park bench that read: ""To the Jews, how many was raped, killed and sacrificed to have this street all yours??"""
4305,9/1/17,Brooklyn,NY,"An anti-Semitic message was written on a dollar bill and given as change at a kosher coffee shop. The message read: ""Filthy Jews use your yamika [sic] to pick up dog sh*t."""
4306,9/1/17,Oakdale,NY,Confidential
4307,9/1/17,Brooklyn,NY,Two swastikas drawn on the sidewalk outside a Jewish school.
4308,9/1/17,New York,NY,Confidential
4309,9/1/17,Ardsley,NY,Confidential
4310,9/1/17,New York,NY,A Jewish organization received anti-Semitic and conspiracy-filled emails.
4311,9/1/17,Brooklyn,NY,A Jewish man discovered a swastika carved into his car.
4312,9/1/17,Brooklyn,NY,Confidential
4313,9/1/17,New York,NY,A woman discovered a Star of David and a swastika drawn with black marker on a window pane in a public building.
4314,9/1/17,Long Beach,NY,Confidential
4315,9/1/17,Glen Head,NY,Confidential
4316,9/1/17,Brooklyn,NY,"Flyer that included an image of the Nazi flag and the messages ""Make America Great Again,"" ""Juden Raus,"" ""Negroes and faggots must burn in hell,"" and ""Christian identity is back"" were sent to a business."
4317,9/1/17,New York,NY,Anti-Semitic hate mail.
4318,9/1/17,New York,NY,Confidential
4319,9/1/17,Brooklyn,NY,A Jewish man who owns a law firm received anti-Semitic hate mail to his practice.
4320,9/1/17,New York,NY,Jewelry store received anti-Semitic hate mail.
4321,9/1/17,Brooklyn,NY,Confidential
4322,9/1/17,New York,NY,A Starbucks store received anti-Semitic hate mail.
4323,9/1/17,Seaford,NY,Confidential
4440,9/1/17,Athens,OH,Confidential
4458,9/1/17,Portland,OR,Man stood on street with anti-Semitic sign accusing Jews control the Federal Reserve and the media.
4459,9/1/17,Eugene,OR,Anti-Semitic slurs and white supremacist language were graffitied on the exterior of a high school.
4531,9/1/17,Pittsburgh,PA,"Anti-Semitic business cards that have a swastika and the message ""It's not illegal to be white - yet"" on one side, and an image of a noose on the other, were showing up in the predominantly Jewish Squirrel Hill neighborhood."
4532,9/1/17,Philadelphia,PA,Confidential
4533,9/1/17,Philadelphia,PA,Confidential
4534,9/1/17,Philadelphia,PA,Confidential
4535,9/1/17,Holland,PA,Confidential
4536,9/1/17,Philadelphia,PA,Swastika and Star of David spray-painted behind a church.
4537,9/1/17,Kutztown,PA,Ongoing anti-Semitic Anti-Semitic Incident: Harassment by peer at Kutztown University.
4538,9/1/17,West Chester,PA,Confidential
4539,9/1/17,Manchester Township,PA,"A Jewish woman and her daughter discovered anti-Semitic graffiti that read ""Jewish whores"" spray painted at the base of a footbridge."
4540,9/1/17,Selinsgrove,PA,Confidential
4638,9/1/17,College Station,TX,A member of a campus fraternity at Texas A&M etched a swastika into the property of a Jewish fraternity.
4640,9/1/17,Liberty Hill,TX,Confidential
4686,9/1/17,Greensboro,VT,"A swastika, ""SS,"" ""#getout,"" and the n-word were spray-painted on a barn at Andersonville Farm."
4703,9/1/17,Woodinville,WA,"Group of people stood at an overpass with a banner that read: ""Jews did 9/11."""
4704,9/1/17,Seattle,WA,Confidential
4705,9/1/17,Liberty Lake,WA,Confidential
4733,9/1/17,Madison,WI,"Drawing that contained Nazi imagery and the message ""Hitler did nothing wrong"" found in campus dormitory at University of Wisconsin, Madison."
4734,9/1/17,Stevens Point,WI,"A student discovered swastika drawing on the sidewalk in Pfiffner Pioneer Park at University of Wisconsin, Stevens Point."
4735,9/1/17,Madison,WI,"A plaque in James Madison Park was vandalized with anti-Semitic and pro-Trump messages. The plaque sits next to Gates of Heaven, the fourth oldest surviving synagogue in the US."
4649,8/27/17,Ogden,UT,"Vanguard America, a neo-Nazi group, posted flyers at Weber State University. The flyers depicted a man in shackles and the words ""White guilt."" Another flyer read: ""Hey, WHITE PERSON."" It included several racist and anti-Semitic comments, as well as a QR code which linked to a white nationalist website."
3903,8/20/17,Asbury Park,NJ,"Vanguard America, a neo-Nazi group posted flyers in Asbury Park. The flyer read: ""Hate facts with Hitler, brought to you by: Vanguard America."" The flyer also included a litany of anti-Semitic and racist views."
2743,8/1/17,Chandler,AZ,Confidential
2744,8/1/17,Phoenix,AZ,Confidential
2926,8/1/17,Grass Valley,CA,Jewish man target of anti-Semitic posts on Facebook and other sites.
2927,8/1/17,San Diego,CA,Confidential
2928,8/1/17,Santa Rosa,CA,Swastika were found spay-painted at a high school before fall semester began.
2929,8/1/17,Encino,CA,Swastika spray-painted on a tree.
2930,8/1/17,Bakersfield,CA,Confidential
2931,8/1/17,Alameda,CA,Two windows at Temple Israel of Alameda were shattered in an act of Anti-Semitic Incident: Vandalism.
2932,8/1/17,Los Angeles,CA,Confidential
2933,8/1/17,Malibu,CA,Swastikas and other racist graffiti were spray-painted on a tree on the Escondido Falls trail in the Santa Monica Mountains.
2934,8/1/17,Riverside,CA,A Jewish high school student experienced repeated anti-Semitic Anti-Semitic Incident: Harassment and bullying by his peers.
2935,8/1/17,Piedmont,CA,Confidential
2936,8/1/17,Los Angeles,CA,Anti-Semitic hate mail via email.
2937,8/1/17,Santa Barbara,CA,Confidential
2938,8/1/17,Thousand Oaks,CA,Park defaced with swastika.
2939,8/1/17,Malibu,CA,Large swastika painted on a pedestrian bridge at Malibu beach.
2940,8/1/17,Roseville,CA,"Anti-Semitic Incident: Vandalism including a swastika and the words ""white power"" written at a middle school."
2941,8/1/17,San Diego,CA,"A man was asked if he is ""Jewish? Or just cheap as f-ck?"" by female on a dating app."
2942,8/1/17,Granada Hills,CA,Swastika discovered in a Walgreens bathroom.
2943,8/1/17,San Diego,CA,Confidential
2944,8/1/17,Merced,CA,Confidential
2945,8/1/17,Los Angeles,CA,Confidential
2946,8/1/17,Pomona,CA,Confidential
3054,8/1/17,Colorado Springs,CO,Swastikas and other Nazi symbolism spray-painted on Temple Beit Torah.
3055,8/1/17,Brighton,CO,"A group of middle school girls were talking when a male student ran up, shouted ""Heil Hitler!"" and performed the Nazi salute."
3102,8/1/17,Clinton,CT,"Graffiti on highway overpass that read ""Hitler did nothing wrong"" and an image of a swastika."
3103,8/1/17,East Hampton,CT,Confidential
3104,8/1/17,Rowayton,CT,Anti-Semitic literature distribution.
3105,8/1/17,Westport,CT,Anti-Semitic remarks directed against restaurant patrons.
3106,8/1/17,Hartford,CT,"A Jewish student at University of Connecticut was walking on campus when a car passed by and a girl sitting in the backseat rolled down her window and yelled at him ""Go to the fucking ovens!"""
3137,8/1/17,Washington,DC,"The word ""kike"" was written on a high school building."
3138,8/1/17,Washington,DC,A number of homes in a residential neighborhood received anti-Semitic flyers.
3139,8/1/17,Washington,DC,Confidential
3140,8/1/17,Washington,DC,Confidential
3141,8/1/17,Washington,DC,Anti-Semitic and conspiracy-filled note left at private home.
3142,8/1/17,Washington,DC,Confidential
3235,8/1/17,Palm Coast,FL,"Three homes vandalized with images of swastikas, cross-hairs, and references to white power"
3236,8/1/17,Miami,FL,"A swastika and ""SS"" were spray painted on a tree by the MacArthur Causeway."
3237,8/1/17,Pensacola,FL,"Swastikas and racist graffiti, including ""14-88,"" were spray-painted on homes and cars."
3305,8/1/17,Atlanta,GA,"A social media image of a group of high school students played a variation of beer pong, which they called ""Nazis vs. Jews"" went around the internet and community."
3306,8/1/17,Atlanta,GA,Swastika drawn with chalk on pavement at Georgia Tech.
3307,8/1/17,Sandy Springs,GA,Confidential
3308,8/1/17,Atlanta,GA,"Elementary school teacher, who is Jewish, discovered a swastika drawn on one of her planters."
3366,8/1/17,Chicago,IL,Confidential
3367,8/1/17,Chicago,IL,Confidential
3368,8/1/17,Chicago,IL,Neighborhood vandalized with racist and anti-Semitic graffiti.
3369,8/1/17,Chicago,IL,Confidential
3370,8/1/17,Chicago,IL,Confidential
3371,8/1/17,Chicago,IL,"""Diversity is white Genocide,"" ""You will not replace us,"" and ""Make Weimar Great Again"" with ""SS"" written next to it were spray-painted throughout several residential areas."
3397,8/1/17,Richmond,IN,Swastika spray-painted on the sidewalk of a residential neighborhood.
3407,8/1/17,Goshen,KY,Swastika graffiti was discovered on a student's car at a high school.
3518,8/1/17,Boston,MA,Swastika found by the Brewer Fountain in Boston.
3519,8/1/17,Marlborough,MA,"""Jew"" and the n-word were spray-painted on two locations at a construction site."
3520,8/1/17,Marblehead,MA,Confidential
3521,8/1/17,Marblehead,MA,Swastika drawn in the dirt at Marblehead High School's softball field.
3522,8/1/17,Bellingham,MA,Swastika and other vulgarities spray-painted on a playground.
3523,8/1/17,Sandwich,MA,Man used his golf club to carve four swastikas on the surface of a golf course.
3524,8/1/17,Boston,MA,A pane of glass was shattered at the New England Holocaust Memorial Museum.
3525,8/1/17,Newton,MA,Conspiracy filled anti-Semitic and anti-Israel flyers discovered in a parking lot.
3526,8/1/17,Boston,MA,"""Boston Free Speech Rally"" with anti-Semitic content and figures."
3527,8/1/17,Reading,MA,Confidential
3528,8/1/17,Newton,MA,Confidential
3529,8/1/17,Arlington,MA,Confidential
3530,8/1/17,Boston,MA,Confidential
3617,8/1/17,Baltimore,MD,"First of four swastika Anti-Semitic Incident: Vandalism incidents on campus property at the University of Maryland, Baltimore County.."
3618,8/1/17,Baltimore,MD,"Second of four swastika Anti-Semitic Incident: Vandalism incidents on campus property at the University of Maryland, Baltimore County."
3619,8/1/17,Baltimore,MD,"Third of four swastika Anti-Semitic Incident: Vandalism incidents on campus property at the University of Maryland, Baltimore County.."
3620,8/1/17,Baltimore,MD,"Fourth of four acts of swastika Anti-Semitic Incident: Vandalism on campus property at the University of Maryland, Baltimore County."
3634,8/1/17,Brunswick,ME,Anti-Semitic Incident: Vandalism and graffiti including a swastika discovered written on white boards at Bowdoin College.
3655,8/1/17,Detroit,MI,Confidential
3656,8/1/17,Ann Arbor,MI,"Swastikas, ""Free USA,"" and ""Jews Die"" were spray-painted at a skatepark in Veterans Memorial Park."
3657,8/1/17,Ann Arbor,MI,Jewish Family Services of Washtenaw County received a bomb threat.
3677,8/1/17,Minnetonka,MN,Confidential
3678,8/1/17,Saint Paul,MN,"A man checked out a library book on Holocaust denial to find the message ""[Expletive] the Holocult"" written across the title page."
3704,8/1/17,Grain Valley,MO,"Swastika, ""KKK,"" and obscene images scrawled on boy's car."
3705,8/1/17,Kansas City,MO,A swastika drawn using chalk was discovered on the exterior of a campus building at Avila University.
3724,8/1/17,Cary,NC,Mannequins at Belk department store were rearranged to give the Nazi salute.
3742,8/1/17,Omaha,NE,Confidential
3752,8/1/17,Portsmouth,NH,"A swastika was spray-painted on a tree in Osprey Landing, a residential neighborhood."
3897,8/1/17,Fort Lee,NJ,Confidential
3898,8/1/17,Fort Lee,NJ,Confidential
3899,8/1/17,Moorestown,NJ,Confidential
3900,8/1/17,Princeton,NJ,A swastika was found drawn on a chalkboard in a classroom at Princeton University.
3901,8/1/17,Mahwah,NJ,"The ""eruv"" boundary was again vandalized."
3902,8/1/17,Highlands,NJ,"Two swastika's, ""Hail Hitler,"" and ""Fuck Jews"" were written with chalk on sidewalk at a park."
3905,8/1/17,Millburn,NJ,Fax filled with anti-Semitic conspiracies sent to Millburn Town Hall.
4034,8/1/17,Las Vegas,NV,Confidential
4264,8/1/17,Amityville,NY,Confidential
4267,8/1/17,New York,NY,Swastikas drawn on newspaper box that holds Jewish newspapers and print media.
4268,8/1/17,New York,NY,Confidential
4269,8/1/17,Queens,NY,Confidential
4270,8/1/17,Suffern,NY,Sign with Jewish iconography vandalized.
4271,8/1/17,Queens,NY,"Swastikas, an expletive, and other crude imagery were discovered drawn on a car."
4272,8/1/17,Yonkers,NY,Confidential
4273,8/1/17,Amherst,NY,A Jewish star and a swastika were spray-painted on a slide at Windermere Boulevard Elementary School.
4274,8/1/17,Brooklyn,NY,Confidential
4275,8/1/17,Monsey,NY,"""F Jews"" written in chalk on the sidewalk outside a predominantly Jewish apartment complex."
4276,8/1/17,Queens,NY,The glass panes of the front doors to Kahal Adas Yereim were shattered by an unknown person.
4277,8/1/17,Syosset,NY,Confidential
4278,8/1/17,North Merrick,NY,Confidential
4279,8/1/17,Queens,NY,Confidential
4280,8/1/17,Lake George,NY,Confidential
4281,8/1/17,Williamsville,NY,Confidential
4282,8/1/17,Staten Island,NY,Jewish business owner received anti-Semitic hate-mail to his place of business.
4283,8/1/17,Queens,NY,"Tenants of a condominium complained that the property manager had displayed Nazi imagery and Confederate flags in the lobby as well as images of Hitler, Mussolini, and Stalin and listing Josef Mengele and Rudolf Hess in the building's directory."
4284,8/1/17,New York,NY,Confidential
4285,8/1/17,Brooklyn,NY,An aide to State Sen. Simcha Felder sent an article via email to a constituent that espoused anti-Semitic theories that George Soros funded the violence in Charlottesville and was responsible for Heather Heyer's death.
4286,8/1/17,New York,NY,"""KKK"" and other anti-Semitic slurs were spray-painted on Congregation Beth Hachasidim De Polen, a 117 year-old synagogue on the Lower East Side."
4287,8/1/17,Syosset,NY,"Graffiti including swastikas, anti-Semitic messages, and gang graffiti were found at Syosset High School."
4288,8/1/17,Bronx,NY,Swastika discovered in residence hall bathroom at Fordham University.
4289,8/1/17,Oswego,NY,"Local restaurant distributing free copies of anti-Semitic newspaper ""The Patriot."""
4290,8/1/17,New York,NY,A man running for New York City council running on anti-Semitic platform.
4435,8/1/17,Cleveland,OH,Confidential
4436,8/1/17,Cleveland,OH,"A Jewish man discovered the words ""hail Hitler"" and a swastika drawn in the dust on his vehicle in an apartment parking garage."
4437,8/1/17,Lakewood,OH,Confidential
4438,8/1/17,Westerville,OH,Anti-Semitic messages were written on a family's driveway in shaving cream and pro-Nazi literature were found in the neighborhood.
4439,8/1/17,Findlay,OH,Confidential
4457,8/1/17,Madras,OR,Neo-Nazi Jimmy Marr hung anti-Semitic signs on a northbound I-5 overpass in Oregon ahead of the solar eclipse.
4517,8/1/17,Upper Hanover Township,PA,A woman received anti-Semitic hate mail on three different occasions.
4518,8/1/17,Upper Perkiomen Valley,PA,Anti-Semitic and racist cartoon mailings sent to homes in residential neighborhood.
4519,8/1/17,Doylestown,PA,"Election canvasser was told by a homeowner: ""I hope that Trump sends all you Jews to the oven."""
4520,8/1/17,Philadelphia,PA,A man was caught on camera urinating on a synagogue and making an obscene hand gesture in the direction of the synagogue's security camera.
4521,8/1/17,Mountaintop,PA,Confidential
4522,8/1/17,Philadelphia,PA,"A sign reading ""JEWTOWN"" taped to a telephone pole in a residential neighborhood."
4523,8/1/17,Bensalem,PA,"Anti-Semitic band, Nyogthaeblisz, performed at a restaurant/bar."
4524,8/1/17,Scranton,PA,"A swastika was spray-painted outside Machzikeh Hadas Congregation, an orthodox synagogue."
4525,8/1/17,Pittsburgh,PA,Individual received anti-Semitic conspiracy theory pamphlets in the mail.
4526,8/1/17,Coatesville,PA,Confidential
4527,8/1/17,Philadelphia,PA,Confidential
4528,8/1/17,Philadelphia,PA,A woman was verbally accosted with anti-Semitic slurs.
4529,8/1/17,North Whitehall,PA,Confidential
4530,8/1/17,Philadelphia,PA,Confidential
4570,8/1/17,Wakefield,RI,Confidential
4584,8/1/17,Murfreesboro,TN,Confidential
4637,8/1/17,Austin,TX,Confidential
4648,8/1/17,St. George,UT,A swastika was carved into an advertisement outside the State Bank of Southern Utah.
4665,8/1/17,Charlottesville,VA,"500 to 600 individuals attended the ""Unite the Right"" rally, including individuals from virtually every segment of the white supremacist movement. Marchers were heard shouting â€œJews will not replace us,â€ among other anti-Semitic and hateful things."
4666,8/1/17,Sterling,VA,Anti-Semitic graffiti discovered on the door of someone's home.
4667,8/1/17,Arlington,VA,Confidential
4668,8/1/17,McLean,VA,Vandals attempted to remove a mezuzah from an apartment doorpost.
4669,8/1/17,Ashburn,VA,A swastika was discovered in a bathroom stall at Briar Woods High School.
4670,8/1/17,Fredericksburg,VA,A student discovered a swastika drawn on one of the doors of an elevator in a campus residence hall at the University of Mary Washington.
4700,8/1/17,Bellevue,WA,Three swastikas were spray-painted on the sidewalk near a bus stop.
4701,8/1/17,Vancouver,WA,"Group of people stood at an overpass with a banner that read:""Jews did 9/11."""
4702,8/1/17,Pullman,WA,Students reported swastikas scratched into dorm room walls at Washington State University.
4730,8/1/17,Wisconsin Rapids,WI,Confidential
4731,8/1/17,Wisconsin Rapids,WI,Local radio show host made disparaging remarks about a rabbi who asked a question on anti-Semitism at a forum.
4732,8/1/17,Wisconsin Rapids,WI,Confidential
4739,8/1/17,Charleston,WV,"Graffiti including a swastika and the message ""white pride,"" ""14/88,"" and ""TWP"" were discovered on sidewalks and driveways."
